numero_cde,date,sku,description,quantite,entrepot_destination
MTX-001145,08/10/2025,SKU-30026,Chemise popeline,14,OMG-MAR
MTX-001098,04/11/2025,SKU-30026,Chemise popeline,37,OMG-LIL
MTX-000930,06/04/2026,SKU-30030,Robe ete,34,OMG-LIL
MTX-000442,2026-01-04,SKU-30023,Veste softshell,1,OMG-LYO
MTX-001319,2025-11-19,SKU-30024,Chaussettes x3,36,OMG-LYO
MTX-000069,12-01-2025,SKU-30023,Veste softshell,5,OMG-LIL
MTX-001258,06/03/2026,SKU-30023,Veste softshell,14,OMG-LIL
MTX-001098,2025-11-04,SKU-30029,Casquette coton,4,OMG-LIL
MTX-000973,04/02/2026,SKU-30025,Pull col rond,35,OMG-LIL
MTX-000683,14-10-2025,SKU-30024,Chaussettes x3,1,OMG-LYO
MTX-000432,13-12-2025,SKU-30026,Chemise popeline,13,OMG-MAR
MTX-000760,06/01/2026,SKU-30025,Pull col rond,11,OMG-LIL
MTX-000063,2026-05-01,SKU-30024,Chaussettes x3,18,OMG-LIL
MTX-000435,2026-01-30,SKU-30026,Chemise popeline,36,OMG-LYO
MTX-001213,09/04/2025,SKU-30025,Pull col rond,37,OMG-MAR
MTX-001095,12/07/2025,SKU-30021,T-shirt coton uni,2,OMG-LIL
MTX-001319,19/11/2025,SKU-30028,Doudoune legere,23,OMG-LYO
MTX-000996,2026-07-31,SKU-30023,Veste softshell,2,OMG-LYO
MTX-001254,25/01/2026,SKU-30021,T-shirt coton uni,22,OMG-MAR
MTX-000171,06/06/2026,SKU-30024,Chaussettes x3,13,OMG-MAR
MTX-000346,29/03/2026,SKU-30027,Short de sport,37,OMG-MAR
MTX-000095,17-06-2025,SKU-30026,Chemise popeline,37,OMG-MAR
MTX-001091,31-08-2025,SKU-30026,Chemise popeline,13,OMG-LYO
MTX-000258,29-10-2025,SKU-30028,Doudoune legere,3,OMG-MAR
MTX-001237,16/04/2025,SKU-30023,Veste softshell,16,OMG-MAR
MTX-000626,30-12-2025,SKU-30026,Chemise popeline,40,OMG-MAR
MTX-000899,2025-11-05,SKU-30023,Veste softshell,6,OMG-LYO
MTX-000817,2026-02-07,SKU-30025,Pull col rond,34,OMG-LIL
MTX-001096,08/03/2026,SKU-30026,Chemise popeline,7,OMG-LIL
MTX-000937,25-11-2025,SKU-30022,Jean coupe droite,39,OMG-LIL
MTX-001371,11/03/2025,SKU-30024,Chaussettes x3,23,OMG-LYO
MTX-000520,11/09/2025,SKU-30028,Doudoune legere,32,OMG-MAR
MTX-001276,2026-02-27,SKU-30029,Casquette coton,25,OMG-LIL
MTX-000197,2025-09-28,SKU-30024,Chaussettes x3,34,OMG-LYO
MTX-001004,20-09-2025,SKU-30025,Pull col rond,22,OMG-MAR
MTX-000252,21-07-2026,SKU-30024,Chaussettes x3,16,OMG-MAR
MTX-000649,19/11/2025,SKU-30027,Short de sport,3,OMG-LYO
MTX-001214,2025-09-25,SKU-30022,Jean coupe droite,27,OMG-LIL
MTX-000158,27/04/2025,SKU-30029,Casquette coton,29,OMG-MAR
MTX-000598,2026-03-12,SKU-30024,Chaussettes x3,31,OMG-LIL
MTX-000466,11/06/2026,SKU-30028,Doudoune legere,40,OMG-LIL
MTX-000643,2026-04-18,SKU-30029,Casquette coton,25,OMG-MAR
MTX-001400,2026-04-01,SKU-30030,Robe ete,4,OMG-LIL
MTX-000576,2026-07-25,SKU-30022,Jean coupe droite,31,OMG-MAR
MTX-001227,2025-12-09,SKU-30024,Chaussettes x3,14,OMG-MAR
MTX-000213,09/05/2026,SKU-30027,Short de sport,14,OMG-LIL
MTX-000598,12-03-2026,SKU-30030,Robe ete,35,OMG-LIL
MTX-000066,17-04-2025,SKU-30029,Casquette coton,18,OMG-MAR
MTX-000154,17/05/2025,SKU-30027,Short de sport,7,OMG-LYO
MTX-000040,21/01/2025,SKU-30025,Pull col rond,25,OMG-MAR
MTX-001064,10-10-2025,SKU-30027,Short de sport,24,OMG-MAR
MTX-000257,05/03/2025,SKU-30025,Pull col rond,26,OMG-LIL
MTX-000077,21-01-2026,SKU-30024,Chaussettes x3,39,OMG-MAR
