id_commande_client,date_reception,code_article,libelle_produit,quantite_commandee,chaine_froid_requise,site_livraison
FM-000061,31/03/2026,SKU-20012,Lait demi-ecreme 1L,31,OUI,OMG-LYO
FM-000245,20/05/2025,SKU-20016,Fromage rape 200g,38,OUI,OMG-LIL
FM-001042,06/10/2025,SKU-20020,Compote pomme 4x100g,7,OUI,OMG-LYO
FM-001201,05/04/2025,SKU-20020,Compote pomme 4x100g,18,OUI,OMG-LIL
FM-000291,2026-01-07,SKU-20011,Yaourt nature 4x125g,11,OUI,OMG-MAR
FM-000651,26/02/2025,SKU-20017,Pommes Gala 1kg,13,OUI,OMG-LYO
FM-001087,03-05-2025,SKU-20015,Jus d'orange 1L,15,OUI,OMG-LIL
FM-001295,31-01-2025,SKU-20015,Jus d'orange 1L,35,OUI,OMG-MAR
FM-001136,09-01-2026,SKU-20018,Pizza surgelee,14,OUI,OMG-LYO
FM-000398,16-02-2025,SKU-20012,Lait demi-ecreme 1L,25,OUI,OMG-LYO
FM-000037,11/05/2026,SKU-20018,Pizza surgelee,16,OUI,OMG-LYO
FM-000203,14-01-2026,SKU-20019,Beurre doux 250g,11,OUI,OMG-LYO
FM-000602,12-06-2026,SKU-20011,Yaourt nature 4x125g,4,OUI,OMG-LIL
FM-000441,2025-08-08,SKU-20017,Pommes Gala 1kg,38,OUI,OMG-LYO
FM-000119,06-11-2025,SKU-20015,Jus d'orange 1L,23,OUI,OMG-MAR
FM-001283,06-05-2025,SKU-20012,Lait demi-ecreme 1L,17,OUI,OMG-LYO
FM-000572,17/09/2025,SKU-20019,Beurre doux 250g,19,OUI,OMG-LYO
FM-000061,2026-03-31,SKU-20016,Fromage rape 200g,21,OUI,OMG-LYO
FM-000458,2025-09-16,SKU-20015,Jus d'orange 1L,12,OUI,OMG-LIL
FM-000614,2025-06-27,SKU-20014,Epinards surgeles 1kg,2,OUI,OMG-MAR
FM-000114,27-04-2025,SKU-20019,Beurre doux 250g,28,OUI,OMG-LYO
FM-000283,2026-02-09,SKU-20017,Pommes Gala 1kg,9,OUI,OMG-MAR
FM-000856,26-10-2025,SKU-20011,Yaourt nature 4x125g,18,OUI,OMG-MAR
FM-001039,14-05-2025,SKU-20013,Filet de poulet 500g,39,OUI,OMG-LYO
FM-000084,30-05-2026,SKU-20019,Beurre doux 250g,14,OUI,OMG-LYO
FM-000592,16/01/2026,SKU-20018,Pizza surgelee,30,OUI,OMG-MAR
FM-000581,14-05-2025,SKU-20019,Beurre doux 250g,27,OUI,OMG-MAR
FM-000111,2025-08-07,SKU-20018,Pizza surgelee,24,OUI,OMG-LIL
FM-000010,09/05/2025,SKU-20019,Beurre doux 250g,13,OUI,OMG-MAR
FM-000050,23-08-2025,SKU-20012,Lait demi-ecreme 1L,1,OUI,OMG-LYO
FM-000023,2026-05-23,SKU-20019,Beurre doux 250g,10,OUI,OMG-MAR
FM-000872,23-09-2025,SKU-20017,Pommes Gala 1kg,,OUI,OMG-LIL
FM-000226,11/02/2026,SKU-20012,Lait demi-ecreme 1L,2,OUI,OMG-LIL
FM-000294,10-06-2026,SKU-20011,Yaourt nature 4x125g,1,OUI,OMG-MAR
FM-000133,2026-01-12,SKU-20016,Fromage rape 200g,21,OUI,OMG-LIL
FM-001350,2025-11-08,SKU-20020,Compote pomme 4x100g,28,OUI,OMG-LYO
FM-000375,2026-06-17,SKU-20011,Yaourt nature 4x125g,23,OUI,OMG-LYO
FM-001174,28/11/2025,SKU-20012,Lait demi-ecreme 1L,11,OUI,OMG-LYO
FM-001353,25/01/2025,SKU-20017,Pommes Gala 1kg,7,OUI,OMG-LYO
FM-000394,2025-09-07,SKU-20015,Jus d'orange 1L,11,OUI,OMG-LYO
FM-000666,2025-03-04,SKU-20017,Pommes Gala 1kg,25,OUI,OMG-LIL
FM-000148,26-03-2025,SKU-20017,Pommes Gala 1kg,22,OUI,OMG-LYO
FM-001387,26-05-2026,SKU-20017,Pommes Gala 1kg,2,OUI,OMG-MAR
FM-001365,09-05-2026,SKU-20020,Compote pomme 4x100g,23,OUI,OMG-MAR
FM-000502,2026-05-23,SKU-20018,Pizza surgelee,16,OUI,OMG-LYO
FM-001155,2025-06-09,SKU-20020,Compote pomme 4x100g,25,OUI,OMG-MAR
FM-000084,30/05/2026,SKU-20014,Epinards surgeles 1kg,,OUI,OMG-LYO
FM-000340,01-05-2025,SKU-20017,Pommes Gala 1kg,14,OUI,OMG-LYO
FM-001162,2025-05-19,SKU-20016,Fromage rape 200g,11,OUI,OMG-MAR
FM-000506,2026-06-17,SKU-20016,Fromage rape 200g,7,OUI,OMG-LIL
FM-000495,02-05-2025,SKU-20015,Jus d'orange 1L,37,OUI,OMG-LIL
FM-000212,05-08-2025,SKU-20018,Pizza surgelee,32,OUI,OMG-MAR
FM-000602,2026-06-12,SKU-20015,Jus d'orange 1L,25,OUI,OMG-LIL
FM-000025,2026-07-30,SKU-20011,Yaourt nature 4x125g,24,OUI,OMG-LYO
FM-000931,09/05/2025,SKU-20015,Jus d'orange 1L,20,OUI,OMG-LIL
FM-000777,01-10-2025,SKU-20016,Fromage rape 200g,8,OUI,OMG-LIL
FM-000371,2025-05-30,SKU-20017,Pommes Gala 1kg,1,OUI,OMG-LYO
FM-001370,2025-11-07,SKU-20011,Yaourt nature 4x125g,28,OUI,OMG-MAR
FM-000987,30-04-2026,SKU-20011,Yaourt nature 4x125g,15,OUI,OMG-LYO
FM-001086,15-05-2025,SKU-20011,Yaourt nature 4x125g,26,OUI,OMG-MAR
FM-001032,14-05-2025,SKU-20013,Filet de poulet 500g,5,OUI,OMG-LYO
FM-001134,2026-03-11,SKU-20013,Filet de poulet 500g,20,OUI,OMG-LYO
FM-001257,15-04-2025,SKU-20014,Epinards surgeles 1kg,3,OUI,OMG-LYO
FM-000857,24-06-2025,SKU-20011,Yaourt nature 4x125g,20,OUI,OMG-LYO
