id,client,entrepot,categorie_produit,date_expedition,poids_kg,delai_livraison_jours,cout_transport_eur,statut
347,MedioTex,Lyon,Textile,2023-12-13,15.53,3,32.02,Livree
348,MedioTex,Marseille,Textile,2025-12-01,32.56,3,10.19,Livree
349,FreshMarket,Marseille,Alimentaire,2026-02-10,6.06,2,17.86,Livree
350,MedioTex,Lyon,Textile,2025-01-01,6.89,2,18.1,Livree
351,NordDrive,Lille,Pieces auto,2023-09-07,4.82,2,48.96,Livree
352,MedioTex,Lille,Textile,2024-09-29,37.94,1,70.74,Livree
353,MedioTex,Lille,Textile,2022-09-16,15.17,2,11.39,Retardee
354,FreshMarket,Marseille,Alimentaire,2022-12-10,41.18,3,90.44,Livree
355,FreshMarket,Lyon,Alimentaire,2025-07-04,24.63,2,56.25,Livree
356,NordDrive,Lille,Pieces auto,2025-12-30,41.6,3,66.18,Livree
357,FreshMarket,Lille,Alimentaire,2023-06-18,28.41,3,24.39,Livree
358,FreshMarket,Marseille,Alimentaire,2025-12-07,43.86,1,47.98,Livree
359,FreshMarket,Lyon,Alimentaire,2024-11-14,23.43,4,76.67,Livree
360,NordDrive,Lyon,Pieces auto,2022-05-26,41.78,1,67.23,Livree
361,MedioTex,Lille,Textile,2023-01-25,1.57,2,40.52,Livree
362,FreshMarket,Lyon,Alimentaire,2022-07-24,10.42,4,43.51,Livree
363,FreshMarket,Lyon,Alimentaire,2025-06-13,16.6,1,61.68,Livree
364,NordDrive,Lyon,Pieces auto,2025-07-05,26.88,4,71.26,Livree
365,FreshMarket,Marseille,Alimentaire,2022-07-02,42.5,4,21.59,Livree
366,FreshMarket,Lyon,Alimentaire,2023-07-21,11.79,1,39.45,Incident
367,FreshMarket,Lille,Alimentaire,2022-02-09,27.54,3,49.52,Livree
368,FreshMarket,Marseille,Alimentaire,2026-06-27,36.09,1,84.74,Livree
369,MedioTex,Marseille,Textile,2024-01-23,18.89,4,61.26,Livree
370,MedioTex,Lille,Textile,2026-01-20,16.01,1,69.71,Retardee
371,NordDrive,Lyon,Pieces auto,2023-06-01,35.12,1,65.93,Livree
372,NordDrive,Lyon,Pieces auto,2023-09-23,25.94,3,21.78,Livree
373,MedioTex,Lyon,Textile,2025-09-05,14.17,2,15.33,Livree
374,MedioTex,Lille,Textile,2024-02-14,14.45,3,77.28,Livree
375,NordDrive,Marseille,Pieces auto,2024-06-01,6.63,2,40.42,Livree
376,NordDrive,Marseille,Pieces auto,2025-09-06,38.87,3,44.4,Retardee
377,NordDrive,Marseille,Pieces auto,2023-09-03,12.62,2,54.37,Retardee
378,MedioTex,Marseille,Textile,2023-07-24,8.02,3,73.21,Livree
379,MedioTex,Lyon,Textile,2024-11-04,40.16,1,70.42,Livree
380,FreshMarket,Lyon,Alimentaire,2024-05-11,37.75,2,36.11,Livree
381,NordDrive,Lyon,Pieces auto,2025-08-07,42.02,1,20.11,Livree
382,MedioTex,Marseille,Textile,2025-03-08,7.25,4,28.4,Livree
383,FreshMarket,Lyon,Alimentaire,2024-10-04,14.83,3,21.55,Livree
384,FreshMarket,Marseille,Alimentaire,2022-10-06,24.14,1,36.24,Livree
385,MedioTex,Lille,Textile,2022-06-12,13.6,2,60.4,Livree
386,FreshMarket,Lyon,Alimentaire,2022-09-02,36.62,3,55.31,Retardee
387,NordDrive,Lille,Pieces auto,2023-12-24,3.58,1,82.05,Livree
388,NordDrive,Marseille,Pieces auto,2024-12-08,33.48,2,79.47,Livree
389,FreshMarket,Marseille,Alimentaire,2024-02-28,5.13,5,63.95,Livree
390,FreshMarket,Lille,Alimentaire,2026-03-22,17.78,1,82.87,Livree
391,NordDrive,Marseille,Pieces auto,2023-02-13,5.59,3,12.9,Livree
392,NordDrive,Marseille,Pieces auto,2026-07-25,32.28,2,61.76,Livree
393,NordDrive,Lyon,Pieces auto,2022-01-03,2.65,1,31.98,Livree
394,MedioTex,Lille,Textile,2026-04-06,19.02,3,74.49,Livree
395,NordDrive,Lille,Pieces auto,2023-08-13,22.83,1,41.53,Livree
396,MedioTex,Lyon,Textile,2022-12-06,34.49,1,11.84,Livree
397,NordDrive,Lyon,Pieces auto,2023-11-04,4.6,1,48.06,Livree
398,NordDrive,Lille,Pieces auto,2025-04-28,11.09,1,59.11,Livree
399,FreshMarket,Marseille,Alimentaire,2026-01-09,16.02,1,15.18,Livree
400,MedioTex,Lyon,Textile,2024-12-25,17.31,1,57.27,Incident
401,MedioTex,Marseille,Textile,2023-05-14,7.19,1,10.41,Livree
402,NordDrive,Marseille,Pieces auto,2022-12-15,13.21,3,65.09,Livree
403,NordDrive,Lille,Pieces auto,2023-10-17,32.65,1,43.92,Livree
404,MedioTex,Lyon,Textile,2022-06-04,42.86,3,71.06,Livree
405,MedioTex,Marseille,Textile,2025-02-27,9.36,3,87.42,Livree
406,NordDrive,Lille,Pieces auto,2025-04-19,42.48,3,48.28,Livree
407,MedioTex,Marseille,Textile,2025-07-22,40.22,2,53.84,Livree
408,FreshMarket,Lille,Alimentaire,2025-09-01,35.84,2,13.07,Livree
409,NordDrive,Lille,Pieces auto,2024-02-13,19.86,3,14.65,Livree
410,NordDrive,Lyon,Pieces auto,2022-04-11,43.27,2,19.66,Livree
411,NordDrive,Lyon,Pieces auto,2025-12-30,4.65,2,28.52,Livree
412,MedioTex,Lille,Textile,2022-12-03,18.82,1,53.71,Livree
413,MedioTex,Lille,Textile,2023-04-23,42.94,3,28.87,Retardee
414,FreshMarket,Lille,Alimentaire,2024-09-25,15.53,2,9.54,Livree
415,NordDrive,Marseille,Pieces auto,2022-04-24,38.13,1,50.53,Livree
416,FreshMarket,Lyon,Alimentaire,2026-06-05,17.11,1,47.24,Livree
417,NordDrive,Lyon,Pieces auto,2024-05-26,26.2,2,60.28,Livree
418,FreshMarket,Lyon,Alimentaire,2024-08-12,1.0,3,57.57,Livree
419,MedioTex,Lille,Textile,2022-11-27,44.57,1,83.12,Livree
420,FreshMarket,Lyon,Alimentaire,2026-05-10,16.29,3,59.73,Livree
421,FreshMarket,Lyon,Alimentaire,2023-03-28,0.39,1,33.3,Livree
422,NordDrive,Lyon,Pieces auto,2023-11-29,16.88,3,79.68,Livree
423,FreshMarket,Lyon,Alimentaire,2023-07-28,37.21,1,48.82,Livree
424,MedioTex,Marseille,Textile,2023-05-31,40.89,3,70.9,Livree
425,FreshMarket,Lille,Alimentaire,2025-09-02,26.14,4,18.59,Livree
426,MedioTex,Lille,Textile,2024-05-05,26.35,2,47.49,Livree
427,NordDrive,Lille,Pieces auto,2022-09-15,36.5,1,56.25,Retardee
428,FreshMarket,Lille,Alimentaire,2024-07-30,36.01,3,20.84,Livree
429,MedioTex,Lyon,Textile,2024-02-20,39.1,1,22.13,Livree
430,NordDrive,Lille,Pieces auto,2025-02-14,37.72,1,11.68,Retardee
431,MedioTex,Lyon,Textile,2023-04-19,12.01,1,53.27,Livree
432,NordDrive,Marseille,Pieces auto,2025-06-23,12.01,3,8.89,Retardee
433,NordDrive,Marseille,Pieces auto,2023-01-21,33.07,3,73.9,Livree
434,FreshMarket,Marseille,Alimentaire,2023-03-21,18.53,1,77.83,Livree
435,NordDrive,Lille,Pieces auto,2022-07-16,34.05,3,14.58,Livree
436,NordDrive,Marseille,Pieces auto,2022-11-18,15.51,2,34.84,Livree
437,MedioTex,Lyon,Textile,2023-05-02,14.08,2,78.1,Livree
438,MedioTex,Lille,Textile,2025-07-10,35.7,3,11.46,Livree
439,FreshMarket,Lille,Alimentaire,2022-11-07,1.18,1,43.33,Livree
440,FreshMarket,Lille,Alimentaire,2024-04-24,34.45,4,33.96,Livree
441,MedioTex,Lille,Textile,2024-04-15,38.63,2,29.18,Retardee
442,FreshMarket,Lille,Alimentaire,2026-06-20,10.49,1,43.21,Livree
443,MedioTex,Lyon,Textile,2025-05-06,28.43,2,30.74,Incident
444,NordDrive,Lyon,Pieces auto,2025-04-12,34.21,1,8.58,Livree
445,NordDrive,Lyon,Pieces auto,2022-05-22,37.68,1,38.26,Livree
446,MedioTex,Marseille,Textile,2025-06-15,35.45,4,60.83,Livree
447,NordDrive,Lille,Pieces auto,2022-04-27,42.79,1,12.48,Livree
448,MedioTex,Lille,Textile,2025-03-22,36.77,3,71.69,Livree
449,MedioTex,Lille,Textile,2026-05-25,4.97,2,59.71,Incident
450,FreshMarket,Lille,Alimentaire,2022-01-13,42.75,2,67.98,Livree
451,NordDrive,Marseille,Pieces auto,2026-02-01,36.75,1,54.96,Retardee
452,FreshMarket,Marseille,Alimentaire,2022-11-17,20.02,5,24.32,Livree
453,FreshMarket,Lyon,Alimentaire,2022-04-24,13.36,2,80.67,Retardee
454,FreshMarket,Lille,Alimentaire,2025-08-06,10.65,2,43.33,Livree
455,FreshMarket,Marseille,Alimentaire,2025-06-18,25.63,5,39.57,Livree
456,MedioTex,Lyon,Textile,2023-10-18,40.83,2,65.64,Retardee
457,NordDrive,Lille,Pieces auto,2023-07-14,32.35,1,35.4,Retardee
458,MedioTex,Lille,Textile,2025-11-18,9.9,3,30.95,Livree
459,FreshMarket,Lille,Alimentaire,2023-04-26,8.98,2,67.03,Livree
460,MedioTex,Lille,Textile,2026-06-23,29.82,4,40.0,Livree
461,NordDrive,Lille,Pieces auto,2025-04-20,41.66,1,27.59,Livree
462,MedioTex,Lyon,Textile,2023-01-22,27.48,1,77.94,Livree
463,NordDrive,Lille,Pieces auto,2022-01-19,37.15,1,16.26,Livree
464,NordDrive,Lyon,Pieces auto,2023-01-13,17.82,3,40.03,Livree
465,MedioTex,Marseille,Textile,2023-08-08,9.55,3,30.0,Livree
466,MedioTex,Marseille,Textile,2025-10-23,29.89,1,9.63,Livree
467,FreshMarket,Lille,Alimentaire,2026-02-18,29.83,5,57.83,Livree
468,NordDrive,Marseille,Pieces auto,2025-05-12,43.43,2,40.95,Livree
469,NordDrive,Marseille,Pieces auto,2022-06-20,0.52,1,22.11,Livree
470,NordDrive,Marseille,Pieces auto,2022-06-22,3.51,4,16.99,Livree
471,MedioTex,Lille,Textile,2023-08-22,28.28,1,84.1,Livree
472,NordDrive,Lyon,Pieces auto,2022-01-04,23.14,1,11.79,Livree
473,NordDrive,Marseille,Pieces auto,2024-07-30,30.68,1,52.05,Retardee
474,MedioTex,Marseille,Textile,2025-06-11,41.96,1,44.82,Livree
475,FreshMarket,Marseille,Alimentaire,2024-03-26,42.7,1,78.25,Livree
476,FreshMarket,Lille,Alimentaire,2024-09-11,6.4,2,64.59,Incident
477,MedioTex,Marseille,Textile,2023-02-28,32.78,2,24.49,Livree
478,FreshMarket,Lyon,Alimentaire,2026-02-02,28.31,2,39.59,Livree
479,NordDrive,Lyon,Pieces auto,2023-08-13,10.9,1,61.84,Livree
480,FreshMarket,Marseille,Alimentaire,2022-07-25,12.47,3,42.57,Livree
481,NordDrive,Lyon,Pieces auto,2022-07-30,6.47,2,62.13,Retardee
482,NordDrive,Marseille,Pieces auto,2025-06-03,8.03,1,71.56,Retardee
483,NordDrive,Lille,Pieces auto,2024-03-18,42.15,1,33.48,Livree
484,MedioTex,Lille,Textile,2024-03-10,12.67,1,28.29,Incident
485,MedioTex,Marseille,Textile,2025-08-26,43.75,2,41.99,Livree
486,FreshMarket,Lyon,Alimentaire,2023-11-17,27.3,1,11.02,Livree
487,FreshMarket,Marseille,Alimentaire,2026-04-02,30.43,1,32.43,Livree
488,NordDrive,Marseille,Pieces auto,2025-04-22,21.77,2,62.84,Livree
489,MedioTex,Lyon,Textile,2023-06-18,32.89,4,62.61,Retardee
490,NordDrive,Lille,Pieces auto,2023-06-07,32.66,1,16.39,Livree
491,MedioTex,Lyon,Textile,2023-11-04,0.5,3,33.72,Livree
492,FreshMarket,Marseille,Alimentaire,2026-03-02,20.6,3,45.79,Retardee
493,MedioTex,Lyon,Textile,2025-01-20,25.48,5,36.39,Livree
494,NordDrive,Lille,Pieces auto,2025-11-03,3.08,2,28.91,Livree
495,FreshMarket,Lille,Alimentaire,2022-02-06,43.11,2,20.22,Livree
496,FreshMarket,Lyon,Alimentaire,2022-11-18,13.27,4,26.77,Retardee
497,NordDrive,Lyon,Pieces auto,2022-04-06,1.64,2,38.75,Retardee
498,MedioTex,Lyon,Textile,2023-06-01,25.23,1,57.81,Livree
499,NordDrive,Lyon,Pieces auto,2022-12-10,3.93,3,66.58,Livree
500,NordDrive,Marseille,Pieces auto,2025-08-18,13.22,2,86.84,Livree
501,NordDrive,Lyon,Pieces auto,2026-01-06,13.41,2,42.83,Livree
502,FreshMarket,Marseille,Alimentaire,2022-08-04,22.15,2,43.94,Livree
503,NordDrive,Marseille,Pieces auto,2025-05-13,15.07,2,65.89,Livree
504,NordDrive,Lyon,Pieces auto,2025-02-03,5.34,3,77.62,Livree
505,MedioTex,Lille,Textile,2023-02-05,9.6,4,25.11,Livree
506,FreshMarket,Lyon,Alimentaire,2023-02-05,33.61,4,27.62,Livree
507,NordDrive,Marseille,Pieces auto,2023-08-15,9.05,1,76.82,Livree
508,NordDrive,Marseille,Pieces auto,2022-12-23,6.54,1,85.13,Retardee
509,NordDrive,Marseille,Pieces auto,2022-12-14,40.51,3,27.26,Livree
510,FreshMarket,Marseille,Alimentaire,2026-01-04,11.34,1,64.52,Retardee
511,FreshMarket,Lille,Alimentaire,2024-05-15,17.72,2,9.28,Livree
512,NordDrive,Lyon,Pieces auto,2024-06-11,24.94,2,32.48,Livree
513,MedioTex,Marseille,Textile,2022-10-23,31.26,1,53.16,Livree
514,MedioTex,Lyon,Textile,2024-07-07,14.44,2,16.1,Livree
515,MedioTex,Lille,Textile,2025-07-15,7.48,4,25.8,Livree
516,NordDrive,Marseille,Pieces auto,2024-01-30,35.73,3,63.26,Livree
517,NordDrive,Lille,Pieces auto,2026-04-13,13.83,2,44.63,Livree
518,FreshMarket,Marseille,Alimentaire,2022-06-27,13.91,1,83.22,Incident
519,NordDrive,Lille,Pieces auto,2023-09-09,14.97,2,16.21,Livree
520,FreshMarket,Lille,Alimentaire,2026-04-23,20.94,2,63.84,Livree
521,MedioTex,Marseille,Textile,2023-07-05,26.52,1,84.59,Incident
522,NordDrive,Lille,Pieces auto,2025-01-19,35.93,3,73.39,Livree
523,MedioTex,Lille,Textile,2023-01-01,14.07,3,74.57,Retardee
524,NordDrive,Marseille,Pieces auto,2023-11-16,43.19,1,36.94,Livree
525,MedioTex,Marseille,Textile,2025-02-06,25.45,1,33.78,Livree
526,FreshMarket,Lille,Alimentaire,2022-10-02,20.32,2,16.46,Livree
527,MedioTex,Lyon,Textile,2022-02-26,20.01,1,45.17,Livree
528,MedioTex,Lyon,Textile,2022-09-30,25.74,1,85.29,Retardee
529,FreshMarket,Marseille,Alimentaire,2025-12-14,29.74,2,69.52,Incident
530,NordDrive,Lyon,Pieces auto,2023-09-30,26.86,2,25.44,Livree
531,NordDrive,Marseille,Pieces auto,2023-09-01,22.94,2,66.63,Livree
532,MedioTex,Marseille,Textile,2023-12-08,22.41,3,13.0,Livree
533,NordDrive,Marseille,Pieces auto,2022-12-29,21.67,2,54.69,Retardee
534,MedioTex,Lyon,Textile,2025-12-20,14.91,1,16.61,Livree
535,NordDrive,Lyon,Pieces auto,2023-10-19,16.0,1,50.25,Livree
536,MedioTex,Lille,Textile,2026-05-11,24.67,2,40.59,Livree
537,NordDrive,Marseille,Pieces auto,2025-12-23,0.58,1,64.22,Livree
538,NordDrive,Lille,Pieces auto,2024-06-03,38.26,3,60.73,Retardee
539,MedioTex,Lille,Textile,2024-05-09,36.04,1,57.82,Livree
540,NordDrive,Lille,Pieces auto,2025-06-06,33.52,4,59.12,Livree
541,MedioTex,Lille,Textile,2024-06-03,25.65,1,43.01,Livree
542,NordDrive,Marseille,Pieces auto,2024-03-16,41.4,1,27.45,Livree
543,MedioTex,Marseille,Textile,2024-10-20,20.9,4,80.63,Livree
544,MedioTex,Lille,Textile,2025-02-04,22.93,1,47.21,Livree
545,MedioTex,Lille,Textile,2024-10-21,23.78,1,50.91,Incident
546,NordDrive,Lille,Pieces auto,2022-05-01,9.63,4,52.6,Incident
547,MedioTex,Marseille,Textile,2022-11-01,39.63,3,46.3,Livree
548,NordDrive,Lille,Pieces auto,2022-03-21,22.95,1,57.39,Livree
549,MedioTex,Lyon,Textile,2023-04-07,10.79,3,48.6,Livree
550,MedioTex,Marseille,Textile,2024-11-22,30.76,4,22.02,Livree
551,NordDrive,Lyon,Pieces auto,2022-09-28,17.79,2,82.53,Livree
552,FreshMarket,Lyon,Alimentaire,2024-09-01,36.44,1,62.57,Livree
553,FreshMarket,Lyon,Alimentaire,2024-03-26,12.2,2,18.85,Livree
554,FreshMarket,Lille,Alimentaire,2024-10-21,32.02,2,78.82,Livree
555,FreshMarket,Marseille,Alimentaire,2025-11-03,18.62,2,84.69,Livree
556,NordDrive,Lyon,Pieces auto,2025-07-22,42.01,2,84.78,Livree
557,FreshMarket,Lille,Alimentaire,2025-05-01,29.89,3,52.38,Livree
558,MedioTex,Lyon,Textile,2026-01-23,0.84,2,62.91,Livree
559,NordDrive,Lille,Pieces auto,2025-06-12,24.44,3,80.32,Livree
560,MedioTex,Marseille,Textile,2022-03-24,18.98,2,37.02,Livree
561,NordDrive,Marseille,Pieces auto,2022-01-14,26.21,3,37.65,Livree
562,FreshMarket,Lyon,Alimentaire,2024-10-31,22.03,2,42.65,Livree
563,MedioTex,Lille,Textile,2023-11-04,26.03,2,42.64,Livree
564,FreshMarket,Marseille,Alimentaire,2025-07-01,31.3,3,13.11,Livree
565,FreshMarket,Marseille,Alimentaire,2025-03-17,19.2,1,73.98,Retardee
566,NordDrive,Lyon,Pieces auto,2023-07-25,16.98,1,19.6,Livree
567,NordDrive,Lille,Pieces auto,2022-11-20,20.91,1,42.29,Retardee
568,NordDrive,Lille,Pieces auto,2022-12-01,26.36,2,21.22,Livree
569,FreshMarket,Marseille,Alimentaire,2022-04-14,17.33,1,78.55,Livree
570,MedioTex,Marseille,Textile,2023-08-25,36.84,2,63.61,Livree
571,MedioTex,Lyon,Textile,2023-05-05,0.31,1,58.15,Livree
572,NordDrive,Lille,Pieces auto,2022-09-22,2.09,1,20.91,Livree
573,MedioTex,Lyon,Textile,2023-03-28,20.54,1,42.31,Livree
574,FreshMarket,Marseille,Alimentaire,2024-10-04,40.03,2,47.67,Livree
575,MedioTex,Lyon,Textile,2022-07-13,31.28,1,62.18,Livree
576,NordDrive,Lyon,Pieces auto,2025-08-02,40.59,2,85.78,Livree
577,MedioTex,Lille,Textile,2025-02-10,18.49,1,65.55,Livree
578,FreshMarket,Marseille,Alimentaire,2022-03-02,42.8,2,60.93,Livree
579,MedioTex,Marseille,Textile,2024-03-09,20.5,6,27.53,Livree
580,FreshMarket,Lille,Alimentaire,2026-03-18,0.83,1,50.78,Livree
581,MedioTex,Marseille,Textile,2024-04-26,44.73,1,44.27,Livree
582,MedioTex,Marseille,Textile,2026-04-03,7.06,3,59.91,Livree
583,FreshMarket,Marseille,Alimentaire,2022-07-10,18.17,2,70.48,Livree
584,MedioTex,Marseille,Textile,2025-03-19,0.26,1,27.84,Livree
585,FreshMarket,Lyon,Alimentaire,2026-05-22,24.52,2,40.05,Livree
586,NordDrive,Lyon,Pieces auto,2025-06-01,43.63,2,40.17,Livree
587,FreshMarket,Marseille,Alimentaire,2022-07-19,8.0,3,23.54,Livree
588,FreshMarket,Lyon,Alimentaire,2025-01-26,30.92,3,28.38,Livree
589,FreshMarket,Lyon,Alimentaire,2022-09-21,25.12,2,57.96,Livree
590,NordDrive,Marseille,Pieces auto,2023-01-04,35.12,2,46.57,Livree
591,FreshMarket,Lyon,Alimentaire,2025-02-14,2.66,3,62.2,Livree
592,NordDrive,Lille,Pieces auto,2023-12-04,26.14,3,30.05,Livree
593,MedioTex,Lille,Textile,2025-11-08,2.61,1,30.18,Incident
594,NordDrive,Lyon,Pieces auto,2022-01-02,36.72,1,11.73,Livree
595,MedioTex,Lille,Textile,2022-03-29,13.15,2,12.32,Livree
596,MedioTex,Marseille,Textile,2023-12-15,1.67,2,64.56,Livree
597,MedioTex,Lyon,Textile,2026-01-02,20.84,1,54.74,Livree
598,MedioTex,Lille,Textile,2023-12-16,26.86,3,78.05,Livree
599,FreshMarket,Marseille,Alimentaire,2024-08-18,30.58,2,35.85,Livree
600,MedioTex,Lille,Textile,2023-05-31,12.93,4,13.41,Livree
601,MedioTex,Lyon,Textile,2025-10-01,4.36,1,70.05,Retardee
602,NordDrive,Lyon,Pieces auto,2025-11-25,34.58,5,89.96,Retardee
603,FreshMarket,Lille,Alimentaire,2025-10-21,41.29,2,61.7,Livree
604,FreshMarket,Lille,Alimentaire,2026-03-23,20.71,2,70.12,Livree
605,NordDrive,Lille,Pieces auto,2026-06-07,12.42,1,47.64,Livree
606,MedioTex,Lyon,Textile,2023-10-19,22.75,4,88.33,Livree
607,MedioTex,Lyon,Textile,2025-01-09,25.19,1,10.03,Livree
608,FreshMarket,Lille,Alimentaire,2024-01-27,33.2,2,35.33,Livree
609,NordDrive,Lyon,Pieces auto,2022-06-26,43.3,3,74.73,Livree
610,MedioTex,Lille,Textile,2026-05-09,32.76,1,55.86,Livree
611,NordDrive,Lyon,Pieces auto,2024-01-25,2.54,1,17.25,Livree
612,MedioTex,Marseille,Textile,2023-09-09,38.34,3,62.21,Livree
613,NordDrive,Lyon,Pieces auto,2023-04-05,42.68,1,20.08,Livree
614,NordDrive,Lyon,Pieces auto,2024-11-06,37.22,1,74.29,Livree
615,MedioTex,Lille,Textile,2022-11-13,12.83,2,14.82,Incident
616,FreshMarket,Marseille,Alimentaire,2024-05-20,13.4,1,42.66,Livree
617,FreshMarket,Lyon,Alimentaire,2026-02-05,39.61,1,62.03,Livree
618,FreshMarket,Lyon,Alimentaire,2025-11-23,2.32,1,21.88,Livree
619,NordDrive,Marseille,Pieces auto,2023-07-17,22.75,1,73.79,Livree
620,FreshMarket,Marseille,Alimentaire,2026-06-19,13.34,3,46.31,Livree
621,FreshMarket,Lille,Alimentaire,2024-07-05,41.69,3,12.47,Livree
622,MedioTex,Marseille,Textile,2023-10-24,0.35,2,42.82,Livree
623,MedioTex,Lille,Textile,2023-07-20,26.25,2,88.26,Livree
624,NordDrive,Marseille,Pieces auto,2022-03-26,37.9,1,16.96,Livree
625,FreshMarket,Lille,Alimentaire,2024-01-24,39.94,1,34.61,Incident
626,FreshMarket,Marseille,Alimentaire,2025-06-03,41.49,3,19.28,Retardee
627,NordDrive,Lille,Pieces auto,2022-03-29,14.36,1,26.85,Livree
628,FreshMarket,Lyon,Alimentaire,2023-02-12,41.59,1,63.14,Livree
629,NordDrive,Lyon,Pieces auto,2025-09-29,33.82,3,80.4,Livree
630,MedioTex,Lille,Textile,2023-05-19,39.37,2,31.18,Livree
631,NordDrive,Lyon,Pieces auto,2023-02-09,38.17,1,62.57,Livree
632,FreshMarket,Marseille,Alimentaire,2022-05-28,14.49,1,78.76,Retardee
633,FreshMarket,Marseille,Alimentaire,2026-05-06,31.95,1,25.83,Livree
634,MedioTex,Lyon,Textile,2023-05-29,23.6,3,59.81,Livree
635,NordDrive,Lyon,Pieces auto,2026-06-14,14.36,2,56.08,Retardee
636,FreshMarket,Lille,Alimentaire,2026-06-23,22.67,1,67.02,Livree
637,MedioTex,Marseille,Textile,2024-06-09,30.21,2,20.33,Livree
638,NordDrive,Marseille,Pieces auto,2025-12-01,38.95,2,16.86,Livree
639,NordDrive,Lyon,Pieces auto,2023-10-09,5.88,4,55.43,Livree
640,MedioTex,Lille,Textile,2025-04-24,31.67,1,19.11,Livree
641,NordDrive,Lille,Pieces auto,2023-03-24,6.9,1,85.14,Livree
642,FreshMarket,Lille,Alimentaire,2023-12-05,3.78,2,74.06,Livree
643,FreshMarket,Lyon,Alimentaire,2026-07-27,39.18,2,58.6,Livree
644,MedioTex,Marseille,Textile,2025-02-18,19.25,3,47.25,Livree
645,MedioTex,Lyon,Textile,2025-11-08,9.74,1,10.25,Livree
646,MedioTex,Marseille,Textile,2025-12-30,34.96,2,27.46,Livree
647,MedioTex,Marseille,Textile,2023-01-29,41.04,3,82.59,Livree
648,NordDrive,Lille,Pieces auto,2022-05-10,15.03,3,72.29,Livree
649,FreshMarket,Marseille,Alimentaire,2023-11-24,29.29,4,84.45,Livree
650,NordDrive,Lille,Pieces auto,2026-01-20,42.95,2,85.34,Livree
651,MedioTex,Lille,Textile,2024-06-05,35.45,1,25.86,Retardee
652,FreshMarket,Marseille,Alimentaire,2022-02-01,23.27,3,35.66,Retardee
653,FreshMarket,Marseille,Alimentaire,2025-09-01,38.2,1,21.98,Incident
654,NordDrive,Lille,Pieces auto,2024-10-23,31.09,2,36.55,Livree
655,MedioTex,Lille,Textile,2023-05-18,26.76,2,83.04,Livree
656,NordDrive,Lille,Pieces auto,2024-05-03,28.7,4,13.47,Livree
657,NordDrive,Lyon,Pieces auto,2022-09-22,26.0,3,29.99,Livree
658,NordDrive,Lyon,Pieces auto,2026-04-17,17.04,3,51.06,Livree
659,NordDrive,Lille,Pieces auto,2025-08-11,44.92,2,79.1,Livree
660,MedioTex,Lyon,Textile,2022-12-30,20.68,2,36.88,Livree
661,NordDrive,Lille,Pieces auto,2025-06-08,23.11,1,59.23,Livree
662,FreshMarket,Lille,Alimentaire,2025-02-10,16.69,2,57.22,Livree
663,MedioTex,Marseille,Textile,2024-07-08,16.81,1,52.53,Livree
664,FreshMarket,Lille,Alimentaire,2024-01-16,25.43,3,63.77,Livree
665,FreshMarket,Lyon,Alimentaire,2024-07-22,3.53,1,82.56,Livree
666,FreshMarket,Lyon,Alimentaire,2024-08-30,40.38,2,20.34,Livree
667,NordDrive,Lille,Pieces auto,2026-07-04,29.32,1,67.94,Livree
668,NordDrive,Marseille,Pieces auto,2023-07-29,16.97,1,15.51,Livree
669,FreshMarket,Lille,Alimentaire,2023-04-08,21.42,3,72.97,Livree
670,MedioTex,Lille,Textile,2025-12-10,34.9,2,24.93,Livree
671,NordDrive,Lyon,Pieces auto,2025-01-30,7.75,2,64.57,Incident
672,FreshMarket,Lyon,Alimentaire,2023-06-22,19.76,1,54.24,Livree
673,NordDrive,Marseille,Pieces auto,2024-02-18,1.94,4,18.76,Livree
674,MedioTex,Lyon,Textile,2025-01-03,25.65,3,46.96,Livree
675,FreshMarket,Lille,Alimentaire,2024-02-25,14.76,4,65.37,Livree
676,NordDrive,Marseille,Pieces auto,2022-09-28,9.34,3,86.47,Livree
677,MedioTex,Lyon,Textile,2024-03-24,27.12,3,46.04,Livree
678,FreshMarket,Marseille,Alimentaire,2023-07-01,18.84,1,77.7,Livree
679,NordDrive,Lille,Pieces auto,2023-02-03,4.07,2,10.03,Livree
680,NordDrive,Marseille,Pieces auto,2022-09-17,13.19,2,85.64,Retardee
681,MedioTex,Lyon,Textile,2023-05-21,23.87,1,11.8,Livree
682,FreshMarket,Marseille,Alimentaire,2025-07-04,8.63,1,31.25,Livree
683,NordDrive,Marseille,Pieces auto,2022-04-23,43.4,2,25.49,Livree
684,MedioTex,Lyon,Textile,2022-10-20,34.26,2,42.67,Retardee
685,MedioTex,Lille,Textile,2026-02-28,44.57,3,84.63,Retardee
686,NordDrive,Lyon,Pieces auto,2023-11-08,4.33,2,64.43,Livree
687,MedioTex,Lille,Textile,2024-06-21,9.43,4,12.3,Livree
688,NordDrive,Lille,Pieces auto,2024-03-29,43.13,3,56.44,Livree
689,MedioTex,Lille,Textile,2025-04-29,31.71,1,46.45,Livree
690,MedioTex,Lille,Textile,2023-04-18,34.06,4,31.2,Livree
691,FreshMarket,Lyon,Alimentaire,2023-09-01,29.42,1,46.67,Retardee
692,MedioTex,Lyon,Textile,2024-09-07,19.89,1,68.52,Livree
693,NordDrive,Lyon,Pieces auto,2025-03-23,1.22,3,45.24,Livree
694,MedioTex,Lille,Textile,2025-06-04,43.56,1,80.04,Livree
